Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Rankin,0.001104,0.001104,0.000464,2.3813,1.0,0.001104
Scott,0.000495,0.000495,0.000213,2.3212,1.0,0.000495
Sharkey,0.000525,0.000525,0.000231,2.2667,1.0,0.000525
Simpson,0.000637,0.000637,0.000263,2.4268,1.0,0.000637
Smith,0.000278,0.000278,0.000126,2.2148,1.0,0.000278
Stone,0.001094,0.001094,0.000491,2.2289,1.0,0.001094
Sunflower,0.001702,0.001702,0.000796,2.137,1.0,0.001702
Tallahatchie,0.001735,0.001735,0.000724,2.3954,1.0,0.001735
Tate,0.000454,0.000454,0.000212,2.1426,1.0,0.000454
Tippah,0.000898,0.000898,0.000409,2.1957,1.0,0.000898
Tishomingo,0.001047,0.001047,0.000464,2.2547,1.0,0.001047
Tunica,0.000239,0.000239,0.000104,2.3063,1.0,0.000239
Union,0.001839,0.001839,0.000833,2.2074,1.0,0.001839
Walthall,0.000643,0.000643,0.00028,2.2972,1.0,0.000643
Warren,0.001397,0.001397,0.000573,2.4376,1.0,0.001397
Washington,0.000988,0.000988,0.00041,2.409,1.0,0.000988
Wayne,0.000334,0.000334,0.000149,2.2453,1.0,0.000334
Webster,0.000952,0.000952,0.000413,2.3063,1.0,0.000952
Wilkinson,0.000267,0.000267,0.000116,2.3063,1.0,0.000267
Winston,0.001819,0.001819,0.000668,2.7221,1.0,0.001819
Yalobusha,0.00018,0.00018,8.3e-05,2.1812,1.0,0.00018
Yazoo,0.002482,0.002482,0.001044,2.3772,1.0,0.002482
