Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Piatt,0.048728,0.008975,0.009545,2.4965,1.0764,0.025649
Pike,0.034192,0.006298,0.008483,2.4,1.1391,0.023192
Pope,0.019953,0.003675,0.005746,2.5463,1.0,0.01463
Pulaski,0.014271,0.002628,0.003936,2.4556,1.0,0.009666
Putnam,0.020983,0.003865,0.00453,2.5343,1.0,0.011481
Randolph,0.020692,0.003811,0.003209,2.3542,1.629,0.012308
Richland,0.02267,0.004176,0.005737,2.4943,1.0,0.01431
Rock Island,0.025229,0.004647,0.004736,2.5261,1.0823,0.012949
St. Clair,0.020061,0.003695,0.003797,2.4,1.1117,0.010131
Saline,0.020213,0.003723,0.004044,2.4697,1.2533,0.012518
Sangamon,0.023537,0.004335,0.004649,2.3632,1.0403,0.011429
Schuyler,0.013828,0.002547,0.003398,2.2131,1.1,0.008273
Scott,0.019318,0.003558,0.005251,2.4743,1.0,0.012993
Shelby,0.026362,0.004856,0.006471,2.4627,1.112,0.017722
Stark,0.048657,0.008962,0.008798,2.4674,1.3143,0.028531
Stephenson,0.034269,0.006312,0.007371,2.4436,1.0,0.018012
Tazewell,0.038947,0.007174,0.007223,2.4627,1.1683,0.020782
Union,0.018697,0.003444,0.004444,2.3353,1.0,0.010377
Vermilion,0.038694,0.007127,0.009913,2.5052,1.0,0.024834
Wabash,0.009403,0.001732,0.002604,2.2416,1.0,0.005838
Warren,0.027668,0.005096,0.004571,2.4313,1.52,0.016894
Washington,0.011598,0.002136,0.00252,2.5094,1.0,0.006325
Wayne,0.011091,0.002043,0.003207,2.3778,1.0,0.007625
White,0.035165,0.006477,0.004358,2.4387,2.0,0.021258
Whiteside,0.022757,0.004192,0.005111,2.4107,1.0,0.012321
Will,0.020983,0.003865,0.004167,2.4,1.0,0.01
Williamson,0.019649,0.003619,0.004505,2.458,1.0,0.011073
Winnebago,0.027557,0.005076,0.00614,2.4556,1.0,0.015078
Woodford,0.024313,0.004478,0.005616,2.4604,1.0,0.013818
