Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Lincoln,0.001558,0.001558,0.000675,2.3076,1.0,0.001558
Linn,0.004887,0.004887,0.001958,2.2184,1.125,0.004887
Logan,0.003304,0.003304,0.001432,2.3076,1.0,0.003304
Lyon,0.000777,0.000777,0.000331,2.3447,1.0,0.000777
McPherson,0.002902,0.002902,0.001121,2.5885,1.0,0.002902
Marion,0.000804,0.000804,0.000337,2.3874,1.0,0.000804
Marshall,0.001924,0.001924,0.000824,2.3344,1.0,0.001924
Meade,0.002861,0.002861,0.00124,2.3076,1.0,0.002861
Miami,0.001797,0.001797,0.000789,2.2782,1.0,0.001797
Mitchell,0.003859,0.003859,0.000836,2.3076,2.0,0.003859
Montgomery,0.000907,0.000907,0.000377,2.4052,1.0,0.000907
Morris,0.001204,0.001204,0.000534,2.2547,1.0,0.001204
Morton,0.000892,0.000892,0.000387,2.3076,1.0,0.000892
Nemaha,0.001747,0.001747,0.000782,2.2339,1.0,0.001747
Neosho,0.001122,0.001122,0.0005,2.2453,1.0,0.001122
Ness,0.004196,0.004196,0.001818,2.3076,1.0,0.004196
Norton,0.000861,0.000861,0.000373,2.3076,1.0,0.000861
Osage,0.002457,0.002457,0.001129,2.1768,1.0,0.002457
Osborne,0.001349,0.001349,0.000585,2.3076,1.0,0.001349
Ottawa,0.001214,0.001214,0.000526,2.3076,1.0,0.001214
Pawnee,0.003814,0.003814,0.001715,2.2237,1.0,0.003814
Phillips,0.001377,0.001377,0.000573,2.4032,1.0,0.001377
Pottawatomie,0.001223,0.001223,0.000533,2.2946,1.0,0.001223
Pratt,0.000733,0.000733,0.000327,2.2405,1.0,0.000733
Rawlins,0.00101,0.00101,0.000395,2.5557,1.0,0.00101
Reno,0.003403,0.003403,0.001436,2.2356,1.0602,0.003403
Republic,0.000498,0.000498,0.000216,2.3076,1.0,0.000498
Rice,0.002598,0.002598,0.000944,2.409,1.1429,0.002598
Riley,0.001437,0.001437,0.000606,2.3709,1.0,0.001437
Rooks,0.000469,0.000469,0.000203,2.3076,1.0,0.000469
Rush,0.00152,0.00152,0.000659,2.3076,1.0,0.00152
Russell,0.000673,0.000673,0.000292,2.3076,1.0,0.000673
Saline,0.001275,0.001275,0.000535,2.3834,1.0,0.001275
Scott,0.001435,0.001435,0.000622,2.3076,1.0,0.001435
Sedgwick,0.001153,0.001153,0.000504,2.2892,1.0,0.001153
Seward,0.000975,0.000975,0.00042,2.3212,1.0,0.000975
Shawnee,0.002145,0.002145,0.000927,2.3139,1.0,0.002145
Sheridan,0.003661,0.003661,0.001587,2.3076,1.0,0.003661
Sherman,0.004095,0.004095,0.001183,2.3076,1.5,0.004095
Smith,0.014169,0.014169,0.00307,2.3076,2.0,0.014169
Stafford,0.002416,0.002416,0.000962,2.5102,1.0,0.002416
Stanton,0.003451,0.003451,0.001496,2.3076,1.0,0.003451
Stevens,0.002964,0.002964,0.001276,2.3225,1.0,0.002964
Sumner,0.001226,0.001226,0.000569,2.1531,1.0,0.001226
Thomas,0.001795,0.001795,0.000772,2.3261,1.0,0.001795
Trego,0.001646,0.001646,0.000714,2.3076,1.0,0.001646
Wabaunsee,0.000338,0.000338,0.000144,2.3424,1.0,0.000338
Wallace,0.00152,0.00152,0.000659,2.3076,1.0,0.00152
Washington,0.006403,0.006403,0.002775,2.3076,1.0,0.006403
Wichita,0.001089,0.001089,0.000472,2.3076,1.0,0.001089
Wilson,0.002526,0.002526,0.000938,2.3076,1.1667,0.002526
Woodson,0.000735,0.000735,0.000319,2.3076,1.0,0.000735
Wyandotte,0.001002,0.001002,0.000447,2.2405,1.0,0.001002
