Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Dawson,0.001251,0.001251,0.000536,2.332,1.0,0.001251
Decatur,0.000694,0.000694,0.000303,2.2906,1.0,0.000694
DeKalb,0.000601,0.000601,0.000266,2.2593,1.0,0.000601
Dodge,0.00043,0.00043,0.000194,2.2148,1.0,0.00043
Dooly,0.000174,0.000174,7.5e-05,2.3344,1.0,0.000174
Dougherty,0.00269,0.00269,0.000603,2.2323,2.0,0.00269
Douglas,0.000709,0.000709,0.000314,2.2563,1.0,0.000709
Early,0.000428,0.000428,0.000196,2.1812,1.0,0.000428
Echols,0.001126,0.001126,0.000499,2.2547,1.0,0.001126
Effingham,0.000907,0.000907,0.000358,2.4213,1.0476,0.000907
Elbert,0.000117,0.000117,5.2e-05,2.2421,1.0,0.000117
Emanuel,0.001588,0.001588,0.000353,2.2469,2.0,0.001588
Evans,0.000206,0.000206,9.4e-05,2.1896,1.0,0.000206
Fannin,0.000182,0.000182,7.6e-05,2.3772,1.0,0.000182
Fayette,0.001569,0.001569,0.000498,2.3063,1.3659,0.001569
Floyd,0.000999,0.000999,0.000426,2.3424,1.0,0.000999
Forsyth,0.000408,0.000408,0.000176,2.3163,1.0,0.000408
Franklin,0.000868,0.000868,0.000343,2.1724,1.1667,0.000868
Fulton,0.000607,0.000607,0.000271,2.2437,1.0,0.000607
Gilmer,0.001312,0.001312,0.000574,2.2865,1.0,0.001312
Glascock,0.001513,0.001513,0.000673,2.2469,1.0,0.001513
Glynn,0.000592,0.000592,0.000258,2.2946,1.0,0.000592
Gordon,0.000627,0.000627,0.000276,2.2711,1.0,0.000627
Grady,8.7e-05,8.7e-05,4.1e-05,2.1426,1.0,8.7e-05
Greene,0.002286,0.002286,0.000491,2.3273,2.0,0.002286
Gwinnett,0.000697,0.000697,0.000305,2.2824,1.0,0.000697
Habersham,0.000195,0.000195,8.8e-05,2.2129,1.0,0.000195
Hall,0.002632,0.002632,0.000592,2.2237,2.0,0.002632
Hancock,0.001045,0.001045,0.000473,2.2092,1.0,0.001045
Haralson,0.000618,0.000618,0.000269,2.3011,1.0,0.000618
Harris,0.000508,0.000508,0.000227,2.2356,1.0,0.000508
Hart,0.000704,0.000704,0.000267,2.1957,1.2,0.000704
Heard,0.000764,0.000764,0.000335,2.2768,1.0,0.000764
Henry,0.000972,0.000972,0.000422,2.3037,1.0,0.000972
Houston,0.000307,0.000307,0.000139,2.2016,1.0,0.000307
Irwin,0.001583,0.001583,0.000637,2.4843,1.0,0.001583
Jackson,0.00238,0.00238,0.000617,2.281,1.6923,0.00238
Jasper,0.007985,0.007985,0.001829,2.1833,2.0,0.007985
Jeff Davis,0.000149,0.000149,6.6e-05,2.2469,1.0,0.000149
Jefferson,0.001423,0.001423,0.000325,2.1855,2.0,0.001423
Jenkins,0.000518,0.000518,0.000231,2.2469,1.0,0.000518
Johnson,0.000235,0.000235,0.000104,2.2667,1.0,0.000235
Jones,0.001094,0.001094,0.000244,2.2453,2.0,0.001094
Lamar,0.001064,0.001064,0.000419,2.1746,1.1667,0.001064
Lanier,0.000631,0.000631,0.000288,2.1937,1.0,0.000631
Laurens,0.000759,0.000759,0.000337,2.2563,1.0,0.000759
Lee,7.2e-05,7.2e-05,3.3e-05,2.1724,1.0,7.2e-05
Liberty,0.001259,0.001259,0.000423,2.4994,1.1905,0.001259
Lincoln,0.000284,0.000284,0.000126,2.2469,1.0,0.000284
Long,0.000244,0.000244,0.000102,2.3854,1.0,0.000244
Lowndes,0.000635,0.000635,0.00029,2.1937,1.0,0.000635
Lumpkin,0.000716,0.000716,0.000298,2.4071,1.0,0.000716
McDuffie,0.000331,0.000331,0.000141,2.3492,1.0,0.000331
McIntosh,0.000637,0.000637,0.000278,2.2892,1.0,0.000637
Macon,0.000522,0.000522,0.000232,2.2547,1.0,0.000522
Madison,0.000527,0.000527,0.000234,2.2516,1.0,0.000527
Marion,0.001613,0.001613,0.000479,2.2469,1.5,0.001613
Meriwether,0.001298,0.001298,0.000567,2.2892,1.0,0.001298
Miller,0.000364,0.000364,0.000175,2.0839,1.0,0.000364
Mitchell,0.003494,0.003494,0.000778,2.2469,2.0,0.003494
Monroe,0.001194,0.001194,0.000363,2.1957,1.5,0.001194
Montgomery,0.000245,0.000245,0.000109,2.2469,1.0,0.000245
Morgan,0.000119,0.000119,5.2e-05,2.2998,1.0,0.000119
Murray,0.000724,0.000724,0.000324,2.2339,1.0,0.000724
Muscogee,0.00084,0.00084,0.000368,2.2851,1.0,0.00084
Newton,0.001399,0.001399,0.000555,2.274,1.1091,0.001399
Oconee,0.00094,0.00094,0.000348,2.2892,1.1818,0.00094
Oglethorpe,0.000296,0.000296,0.000131,2.2547,1.0,0.000296
Paulding,0.000627,0.000627,0.000279,2.2485,1.0,0.000627
Peach,0.000408,0.000408,0.000182,2.2453,1.0,0.000408
Pickens,0.000972,0.000972,0.00043,2.2623,1.0,0.000972
Pierce,0.000116,0.000116,5.1e-05,2.2501,1.0,0.000116
Pike,0.000484,0.000484,0.000211,2.2946,1.0,0.000484
Polk,0.000804,0.000804,0.000329,2.2578,1.0833,0.000804
Pulaski,0.001048,0.001048,0.000449,2.3344,1.0,0.001048
Putnam,0.000418,0.000418,0.000181,2.3126,1.0,0.000418
Quitman,0.000977,0.000977,0.000435,2.2469,1.0,0.000977
Rabun,0.00236,0.00236,0.000584,2.2469,1.8,0.00236
Randolph,0.000663,0.000663,0.000295,2.2469,1.0,0.000663
Richmond,0.000749,0.000749,0.000331,2.2653,1.0,0.000749
Rockdale,0.001225,0.001225,0.000385,2.2453,1.4167,0.001225
Schley,0.000427,0.000427,0.00019,2.2469,1.0,0.000427
Screven,0.000322,0.000322,0.000143,2.2469,1.0,0.000322
Seminole,0.003693,0.003693,0.000865,2.1341,2.0,0.003693
Spalding,0.000367,0.000367,0.000165,2.2254,1.0,0.000367
Stephens,0.001667,0.001667,0.000386,2.1606,2.0,0.001667
Stewart,0.003688,0.003688,0.000755,2.4421,2.0,0.003688
Sumter,0.001271,0.001271,0.000508,2.3225,1.0769,0.001271
Talbot,0.0015,0.0015,0.000646,2.3225,1.0,0.0015
Taliaferro,0.001462,0.001462,0.000651,2.2469,1.0,0.001462
Tattnall,9.9e-05,9.9e-05,4e-05,2.5102,1.0,9.9e-05
Taylor,0.00114,0.00114,0.000499,2.2865,1.0,0.00114
Telfair,0.000604,0.000604,0.000252,2.3954,1.0,0.000604
Terrell,0.002107,0.002107,0.000469,2.2469,2.0,0.002107
Thomas,0.002454,0.002454,0.000697,2.2289,1.5789,0.002454
Tift,0.000995,0.000995,0.000443,2.2469,1.0,0.000995
Toombs,8.4e-05,8.4e-05,3.7e-05,2.2469,1.0,8.4e-05
Towns,0.001618,0.001618,0.000582,2.3188,1.2,0.001618
Treutlen,0.00067,0.00067,0.00029,2.3126,1.0,0.00067
Troup,0.000868,0.000868,0.000386,2.2485,1.0,0.000868
Turner,0.000847,0.000847,0.000376,2.2547,1.0,0.000847
Twiggs,0.00086,0.00086,0.000369,2.3285,1.0,0.00086
Union,0.000282,0.000282,0.000122,2.3063,1.0,0.000282
Upson,0.000838,0.000838,0.000342,2.4508,1.0,0.000838
Walker,0.001079,0.001079,0.000459,2.2768,1.0333,0.001079
Walton,0.00064,0.00064,0.000285,2.2405,1.0,0.00064
Ware,6.5e-05,6.5e-05,2.8e-05,2.3344,1.0,6.5e-05
Warren,0.000452,0.000452,0.00019,2.3772,1.0,0.000452
Washington,0.00011,0.00011,4.9e-05,2.2389,1.0,0.00011
Wayne,0.00016,0.00016,6.7e-05,2.3984,1.0,0.00016
Webster,0.001724,0.001724,0.000767,2.2469,1.0,0.001724
Wheeler,0.000572,0.000572,0.000255,2.2469,1.0,0.000572
White,0.007527,0.007527,0.001688,2.2289,2.0,0.007527
Whitfield,0.000873,0.000873,0.000382,2.2824,1.0,0.000873
Wilcox,0.000781,0.000781,0.000347,2.2469,1.0,0.000781
Wilkes,0.000689,0.000689,0.000307,2.2469,1.0,0.000689
Wilkinson,0.000251,0.000251,0.000112,2.2469,1.0,0.000251
Worth,0.000218,0.000218,9.9e-05,2.2036,1.0,0.000218
