Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Portage,0.002149,0.002149,0.000936,2.2972,1.0,0.002149
Preble,0.001132,0.001132,0.000489,2.3139,1.0,0.001132
Putnam,0.001515,0.001515,0.00062,2.4421,1.0,0.001515
Richland,0.000964,0.000964,0.000429,2.2453,1.0,0.000964
Ross,0.001425,0.001425,0.000626,2.2768,1.0,0.001425
Sandusky,0.005907,0.005907,0.001299,2.274,2.0,0.005907
Scioto,0.001621,0.001621,0.00073,2.2202,1.0,0.001621
Seneca,0.001751,0.001751,0.000634,2.274,1.2143,0.001751
Shelby,0.002634,0.002634,0.000823,2.3793,1.3448,0.002634
Stark,0.00191,0.00191,0.000658,2.2682,1.2789,0.00191
Summit,0.001894,0.001894,0.000813,2.3285,1.0,0.001894
Trumbull,0.001717,0.001717,0.000717,2.2405,1.0682,0.001717
Tuscarawas,0.00216,0.00216,0.000924,2.2824,1.0244,0.00216
Union,0.002217,0.002217,0.000882,2.4653,1.02,0.002217
Van Wert,0.000568,0.000568,0.000248,2.2932,1.0,0.000568
Vinton,0.001798,0.001798,0.000688,2.2879,1.1429,0.001798
Warren,0.001259,0.001259,0.000546,2.3076,1.0,0.001259
Washington,0.001112,0.001112,0.000484,2.2972,1.0,0.001112
Wayne,0.001779,0.001779,0.000683,2.305,1.1304,0.001779
Williams,0.004169,0.004169,0.001526,2.3344,1.1702,0.004169
Wood,0.001527,0.001527,0.00065,2.3225,1.012,0.001527
Wyandot,0.004595,0.004595,0.001424,2.3667,1.3636,0.004595
