Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Jones,0.000454,0.000454,0.000212,2.1369,1.0,0.000454
Lee,0.00078,0.00078,0.00034,2.2956,1.0,0.00078
Lenoir,0.001477,0.001477,0.000661,2.2337,1.0,0.001477
Lincoln,0.000996,0.000996,0.000441,2.256,1.0,0.000996
McDowell,0.000975,0.000975,0.000437,2.2304,1.0,0.000975
Macon,0.001062,0.001062,0.000474,2.2403,1.0,0.001062
Madison,0.000808,0.000808,0.000368,2.1975,1.0,0.000808
Martin,0.000786,0.000786,0.000357,2.2034,1.0,0.000786
Mecklenburg,0.001019,0.001019,0.000458,2.2269,1.0,0.001019
Mitchell,0.000926,0.000926,0.000401,2.3086,1.0,0.000926
Montgomery,0.002062,0.002062,0.000883,2.3341,1.0,0.002062
Moore,0.00139,0.00139,0.000545,2.5488,1.0,0.00139
Nash,0.000763,0.000763,0.00035,2.1789,1.0,0.000763
New Hanover,0.000675,0.000675,0.000299,2.2606,1.0,0.000675
Northampton,0.002354,0.002354,0.001027,2.293,1.0,0.002354
Onslow,0.000787,0.000787,0.000344,2.2903,1.0,0.000787
Orange,0.001101,0.001101,0.000498,2.209,1.0,0.001101
Pamlico,0.003492,0.003492,0.000786,2.2217,2.0,0.003492
Pasquotank,0.001494,0.001494,0.000653,2.289,1.0,0.001494
Pender,0.000562,0.000562,0.000254,2.2164,1.0,0.000562
Perquimans,0.001569,0.001569,0.000668,2.3467,1.0,0.001569
Person,0.000784,0.000784,0.000355,2.2109,1.0,0.000784
Pitt,0.001931,0.001931,0.000841,2.2956,1.0,0.001931
Polk,0.00103,0.00103,0.000434,2.3706,1.0,0.00103
Randolph,0.000917,0.000917,0.000418,2.1955,1.0,0.000917
Richmond,0.001441,0.001441,0.000602,2.3921,1.0,0.001441
Robeson,0.001633,0.001633,0.00075,2.1767,1.0,0.001633
Rockingham,0.001862,0.001862,0.000758,2.2034,1.1148,0.001862
Rowan,0.001393,0.001393,0.000612,2.2751,1.0,0.001393
Rutherford,0.000633,0.000633,0.000194,2.1745,1.5,0.000633
Sampson,0.001687,0.001687,0.000708,2.2737,1.0476,0.001687
Scotland,0.002353,0.002353,0.001063,2.2146,1.0,0.002353
Stanly,0.000879,0.000879,0.000398,2.2072,1.0,0.000879
Stokes,0.002186,0.002186,0.000965,2.265,1.0,0.002186
Surry,0.001855,0.001855,0.000808,2.2956,1.0,0.001855
Swain,0.006714,0.006714,0.001612,2.2723,1.8333,0.006714
Transylvania,0.000709,0.000709,0.00032,2.2164,1.0,0.000709
Tyrrell,0.001116,0.001116,0.000498,2.2403,1.0,0.001116
Union,0.001013,0.001013,0.000454,2.2287,1.0,0.001013
Vance,0.001215,0.001215,0.000539,2.2545,1.0,0.001215
Wake,0.001102,0.001102,0.000491,2.2435,1.0,0.001102
Warren,0.003514,0.003514,0.001115,2.2514,1.4,0.003514
Washington,0.001156,0.001156,0.000345,2.2304,1.5,0.001156
Watauga,0.001375,0.001375,0.00057,2.2576,1.069,0.001375
Wayne,0.002073,0.002073,0.000918,2.2591,1.0,0.002073
Wilkes,0.001732,0.001732,0.000775,2.2354,1.0,0.001732
Wilson,0.001402,0.001402,0.000611,2.2943,1.0,0.001402
Yadkin,0.001905,0.001905,0.00085,2.2419,1.0,0.001905
Yancey,0.000469,0.000469,0.000221,2.1185,1.0,0.000469
