Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Salinas,0.017625,0.017625,0.003539,2.4903,2.0,0.017625
San German,0.001409,0.001409,0.000629,2.2419,1.0,0.001409
San Juan,0.003089,0.003089,0.000964,2.2621,1.4167,0.003089
San Lorenzo,0.002653,0.002653,0.001056,2.3769,1.0571,0.002653
San Sebastian,0.002959,0.002959,0.001238,2.3891,1.0,0.002959
Santa Isabel,0.001189,0.001189,0.000519,2.293,1.0,0.001189
Toa Alta,0.001206,0.001206,0.000541,2.2269,1.0,0.001206
Toa Baja,0.007124,0.007124,0.001508,2.3621,2.0,0.007124
Trujillo Alto,0.002042,0.002042,0.000801,2.2943,1.1111,0.002042
Utuado,0.009039,0.009039,0.002081,2.1722,2.0,0.009039
Vega Alta,0.002226,0.002226,0.000943,2.361,1.0,0.002226
Vega Baja,0.002249,0.002249,0.001,2.2499,1.0,0.002249
Vieques,0.001823,0.001823,0.000596,2.293,1.3333,0.001823
Villalba,0.007585,0.007585,0.001497,2.533,2.0,0.007585
Yabucoa,0.003809,0.003809,0.000929,2.4029,1.7059,0.003809
Yauco,0.001062,0.001062,0.000447,2.3769,1.0,0.001062
