Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Buena Vista,0.00657,0.00657,0.001544,2.3646,1.8,0.00657
Charlottesville,0.001723,0.001723,0.000465,2.1153,1.75,0.001723
Chesapeake,0.000951,0.000951,0.000417,2.2838,1.0,0.000951
Colonial Heights,0.004894,0.004894,0.001151,2.125,2.0,0.004894
Covington,0.007444,0.007444,0.001986,2.2485,1.6667,0.007444
Danville,0.005416,0.005416,0.001249,2.2129,1.96,0.005416
Emporia,0.001262,0.001262,0.000561,2.2485,1.0,0.001262
Fairfax City,0.001638,0.001638,0.000625,2.2485,1.1667,0.001638
Falls Church,0.000448,0.000448,0.000205,2.1833,1.0,0.000448
Franklin City,0.000288,0.000288,0.000126,2.2946,1.0,0.000288
Fredericksburg,0.000549,0.000549,0.000241,2.2754,1.0,0.000549
Galax,0.006223,0.006223,0.002206,2.1701,1.3,0.006223
Hampton,0.001324,0.001324,0.000572,2.3126,1.0,0.001324
Harrisonburg,0.00236,0.00236,0.000943,2.2985,1.0889,0.00236
Hopewell,0.001466,0.001466,0.000666,2.2016,1.0,0.001466
Lexington,0.002417,0.002417,0.001074,2.2501,1.0,0.002417
Lynchburg,0.002145,0.002145,0.000937,2.2892,1.0,0.002145
Manassas,Unknown,Unknown,0.000608,2.3163,1.0,0.001409
Manassas Park,Unknown,Unknown,0.000744,2.5592,1.0909,0.002077
Martinsville,0.007881,0.007881,0.001752,2.2485,2.0,0.007881
Newport News,0.001022,0.001022,0.000452,2.2608,1.0,0.001022
Norfolk,0.000705,0.000705,0.000309,2.2824,1.0,0.000705
Norton,0.001681,0.001681,0.000754,2.2306,1.0,0.001681
Petersburg,0.001449,0.001449,0.00067,2.163,1.0,0.001449
Poquoson,0.00176,0.00176,0.000733,2.4003,1.0,0.00176
Portsmouth,0.001052,0.001052,0.000466,2.2578,1.0,0.001052
Radford,0.000769,0.000769,0.000329,2.3378,1.0,0.000769
Richmond City,1e-05,1e-05,4e-06,2.2653,1.0,1e-05
Roanoke City,0.001324,0.001324,0.000444,2.3592,1.2647,0.001324
Salem,0.000993,0.000993,0.000435,2.2851,1.0,0.000993
Staunton,0.002341,0.002341,0.001003,2.3344,1.0,0.002341
Suffolk,0.001052,0.001052,0.000467,2.2532,1.0,0.001052
Virginia Beach,0.0009,0.0009,0.000393,2.2879,1.0,0.0009
Waynesboro,0.001771,0.001771,0.000751,2.3581,1.0,0.001771
Williamsburg,0.001263,0.001263,0.000535,2.3613,1.0,0.001263
Winchester,0.001152,0.001152,0.000499,2.3113,1.0,0.001152
