Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Komi Republic,Unknown,Unknown,0.000164,2.189,1.0538,0.000379
Kostroma Oblast,Unknown,Unknown,7.6e-05,2.189,1.3714,0.000229
Krasnodar Krai,Unknown,Unknown,7.2e-05,2.189,1.0417,0.000163
Krasnoyarsk Krai,Unknown,Unknown,5.9e-05,2.189,1.0,0.000129
Kurgan Oblast,Unknown,Unknown,0.000116,2.189,1.0,0.000254
Kursk Oblast,Unknown,Unknown,0.000208,2.189,1.0,0.000455
Leningrad Oblast,Unknown,Unknown,0.000136,2.189,1.2746,0.00038
Lipetsk Oblast,Unknown,Unknown,0.000233,2.189,1.0,0.00051
Magadan Oblast,Unknown,Unknown,6.2e-05,2.189,1.6,0.000219
Mari El Republic,Unknown,Unknown,4.3e-05,2.189,1.0,9.3e-05
Mordovia Republic,Unknown,Unknown,0.000106,2.189,1.0,0.000231
Moscow,Unknown,Unknown,0.000285,2.189,1.5665,0.000976
Moscow Oblast,Unknown,Unknown,0.000211,2.189,1.2203,0.000564
Murmansk Oblast,Unknown,Unknown,7.2e-05,2.189,1.0,0.000157
Nenets Autonomous Okrug,Unknown,Unknown,0.000227,2.189,1.5,0.000746
Nizhny Novgorod Oblast,Unknown,Unknown,0.000159,2.189,1.0343,0.000359
North Ossetia - Alania Republic,Unknown,Unknown,2.7e-05,2.189,1.0,5.9e-05
Novgorod Oblast,Unknown,Unknown,0.000318,2.189,1.1429,0.000796
Novosibirsk Oblast,Unknown,Unknown,0.000122,2.189,1.0,0.000266
Omsk Oblast,Unknown,Unknown,0.000117,2.189,1.0,0.000257
Orel Oblast,Unknown,Unknown,0.000179,2.189,1.0,0.000393
Orenburg Oblast,Unknown,Unknown,4.9e-05,2.189,1.0,0.000107
Penza Oblast,Unknown,Unknown,0.000167,2.189,1.0,0.000367
Perm Krai,Unknown,Unknown,0.00014,2.189,1.2046,0.000368
Primorsky Krai,Unknown,Unknown,8.6e-05,2.189,1.0,0.000188
Pskov Oblast,Unknown,Unknown,0.000218,2.189,1.0455,0.0005
Rostov Oblast,Unknown,Unknown,0.000134,2.189,1.1992,0.000353
Ryazan Oblast,Unknown,Unknown,0.00021,2.189,1.078,0.000497
Saint Petersburg,Unknown,Unknown,0.000345,2.189,1.0789,0.000815
Sakha (Yakutiya) Republic,Unknown,Unknown,0.000221,2.189,1.0,0.000484
Sakhalin Oblast,Unknown,Unknown,4.7e-05,2.189,1.0,0.000103
Samara Oblast,Unknown,Unknown,0.000104,2.189,1.1149,0.000253
Saratov Oblast,Unknown,Unknown,0.000154,2.189,1.0,0.000337
Smolensk Oblast,Unknown,Unknown,0.000105,2.189,1.0,0.000231
Stavropol Krai,Unknown,Unknown,0.000121,2.189,1.1661,0.000308
Sverdlovsk Oblast,Unknown,Unknown,0.000149,2.189,1.0,0.000326
Tambov Oblast,Unknown,Unknown,5.7e-05,2.189,1.0,0.000125
Tatarstan Republic,Unknown,Unknown,7.3e-05,2.189,1.0,0.000161
Tomsk Oblast,Unknown,Unknown,0.00017,2.189,1.0,0.000372
Tula Oblast,Unknown,Unknown,0.000186,2.189,1.0,0.000408
Tver Oblast,Unknown,Unknown,6.9e-05,2.189,1.0732,0.000163
Tyumen Oblast,Unknown,Unknown,3.2e-05,2.189,1.0439,7.4e-05
Tyva Republic,Unknown,Unknown,6e-06,2.189,1.0,1.4e-05
Udmurt Republic,Unknown,Unknown,6.3e-05,2.189,1.0,0.000137
Ulyanovsk Oblast,Unknown,Unknown,9.5e-05,2.189,1.0085,0.000211
Vladimir Oblast,Unknown,Unknown,8.9e-05,2.189,1.6053,0.000314
Volgograd Oblast,Unknown,Unknown,0.000236,2.189,1.0,0.000516
Vologda Oblast,Unknown,Unknown,0.000185,2.189,1.0,0.000406
Voronezh Oblast,Unknown,Unknown,0.000315,2.189,1.0014,0.000689
Yamalo-Nenets Autonomous Okrug,Unknown,Unknown,7.2e-05,2.189,1.0857,0.000172
Yaroslavl Oblast,Unknown,Unknown,0.000273,2.189,1.0,0.000598
Zabaykalsky Krai,Unknown,Unknown,8e-05,2.189,1.0,0.000175
