Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Polk,0.000381,0.000381,0.000175,2.1745,1.0,0.000381
Potter,0.002097,0.002097,0.00092,2.2794,1.0,0.002097
Presidio,0.000679,0.000679,0.000298,2.2751,1.0,0.000679
Rains,0.000724,0.000724,0.00032,2.2665,1.0,0.000724
Randall,0.000666,0.000666,0.00029,2.2917,1.0,0.000666
Reagan,0.001773,0.001773,0.000779,2.2751,1.0,0.001773
Real,0.001318,0.001318,0.000579,2.2751,1.0,0.001318
Red River,0.000568,0.000568,0.00025,2.2751,1.0,0.000568
Reeves,0.001424,0.001424,0.000626,2.2751,1.0,0.001424
Refugio,0.000666,0.000666,0.000288,2.3123,1.0,0.000666
Roberts,0.002664,0.002664,0.001171,2.2751,1.0,0.002664
Robertson,0.001077,0.001077,0.000469,2.2996,1.0,0.001077
Rockwall,0.001056,0.001056,0.000467,2.2621,1.0,0.001056
Runnels,0.000428,0.000428,0.000195,2.1975,1.0,0.000428
Rusk,0.001179,0.001179,0.000533,2.2127,1.0,0.001179
Sabine,0.000421,0.000421,0.00019,2.22,1.0,0.000421
San Augustine,0.001206,0.001206,0.000486,2.4839,1.0,0.001206
San Jacinto,0.001607,0.001607,0.000693,2.3185,1.0,0.001607
San Patricio,0.000536,0.000536,0.00024,2.237,1.0,0.000536
San Saba,0.002254,0.002254,0.000661,2.2751,1.5,0.002254
Schleicher,0.001629,0.001629,0.000716,2.2751,1.0,0.001629
Scurry,0.00417,0.00417,0.001138,2.2403,1.6364,0.00417
Shackelford,0.00209,0.00209,0.000919,2.2751,1.0,0.00209
Shelby,0.000598,0.000598,0.000277,2.1605,1.0,0.000598
Sherman,0.000753,0.000753,0.000331,2.2751,1.0,0.000753
Smith,0.000975,0.000975,0.000443,2.2034,1.0,0.000975
Somervell,0.000249,0.000249,0.00011,2.2751,1.0,0.000249
Starr,0.001512,0.001512,0.000681,2.2217,1.0,0.001512
Stephens,0.001822,0.001822,0.000641,2.2751,1.25,0.001822
Sterling,0.014098,0.014098,0.003098,2.2751,2.0,0.014098
Stonewall,0.003371,0.003371,0.001481,2.2751,1.0,0.003371
Sutton,0.003615,0.003615,0.001059,2.2751,1.5,0.003615
Swisher,0.003048,0.003048,0.001352,2.2545,1.0,0.003048
Tarrant,0.001193,0.001193,0.00052,2.2956,1.0,0.001193
Taylor,0.001871,0.001871,0.000775,2.3222,1.0392,0.001871
Terrell,0.005864,0.005864,0.002577,2.2751,1.0,0.005864
Terry,0.000922,0.000922,0.000405,2.2751,1.0,0.000922
Throckmorton,0.003031,0.003031,0.001332,2.2751,1.0,0.003031
Titus,0.001228,0.001228,0.000519,2.3664,1.0,0.001228
Tom Green,0.003453,0.003453,0.001435,2.3222,1.0366,0.003453
Travis,0.000968,0.000968,0.000419,2.3098,1.0,0.000968
Trinity,0.00255,0.00255,0.000683,2.4903,1.5,0.00255
Tyler,0.001179,0.001179,0.000508,2.3222,1.0,0.001179
Upshur,0.00072,0.00072,0.000311,2.3123,1.0,0.00072
Upton,0.000622,0.000622,0.000273,2.2751,1.0,0.000622
Uvalde,0.000327,0.000327,0.00015,2.1853,1.0,0.000327
Val Verde,0.001361,0.001361,0.000265,2.567,2.0,0.001361
Van Zandt,0.001196,0.001196,0.000512,2.3341,1.0,0.001196
Victoria,0.000777,0.000777,0.000348,2.237,1.0,0.000777
Walker,0.000687,0.000687,0.000315,2.181,1.0,0.000687
Waller,0.000444,0.000444,0.000199,2.232,1.0,0.000444
Ward,0.002289,0.002289,0.000833,2.4417,1.125,0.002289
Washington,0.000498,0.000498,0.000223,2.2354,1.0,0.000498
Webb,0.001556,0.001556,0.000716,2.1745,1.0,0.001556
Wharton,0.003099,0.003099,0.000842,2.2723,1.619,0.003099
Wheeler,0.0036,0.0036,0.000791,2.2751,2.0,0.0036
Wichita,0.001665,0.001665,0.000711,2.3421,1.0,0.001665
Wilbarger,0.001947,0.001947,0.000861,2.2606,1.0,0.001947
Willacy,0.004072,0.004072,0.000936,2.1745,2.0,0.004072
Williamson,0.001046,0.001046,0.00045,2.3222,1.0,0.001046
Wilson,0.001907,0.001907,0.000587,2.3511,1.381,0.001907
Winkler,0.00142,0.00142,0.000624,2.2751,1.0,0.00142
Wise,0.000681,0.000681,0.000286,2.383,1.0,0.000681
Wood,0.001207,0.001207,0.000527,2.2903,1.0,0.001207
Yoakum,0.000501,0.000501,0.00023,2.181,1.0,0.000501
Young,0.002758,0.002758,0.000833,2.3653,1.4,0.002758
Zapata,0.001925,0.001925,0.000846,2.2751,1.0,0.001925
Zavala,0.000557,0.000557,0.000253,2.1975,1.0,0.000557
