Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Macon,0.000285,0.000285,0.000132,2.1506,1.0,0.000285
Madison,0.001446,0.001446,0.000579,2.497,1.0,0.001446
Maries,0.005973,0.005973,0.001265,2.3613,2.0,0.005973
Marion,0.002898,0.002898,0.000876,2.3424,1.4118,0.002898
Mercer,0.000677,0.000677,0.000276,2.45,1.0,0.000677
Miller,0.004051,0.004051,0.001288,2.4569,1.28,0.004051
Mississippi,0.002901,0.002901,0.00091,2.3176,1.375,0.002901
Moniteau,0.006533,0.006533,0.001364,2.3954,2.0,0.006533
Monroe,0.003968,0.003968,0.00081,2.45,2.0,0.003968
Montgomery,0.001664,0.001664,0.000693,2.4032,1.0,0.001664
Morgan,0.002159,0.002159,0.000582,2.3613,1.5714,0.002159
New Madrid,0.004348,0.004348,0.000937,2.32,2.0,0.004348
Newton,0.001434,0.001434,0.000532,2.514,1.0714,0.001434
Nodaway,0.00227,0.00227,0.000407,2.7859,2.0,0.00227
Oregon,0.004188,0.004188,0.000855,2.45,2.0,0.004188
Osage,0.009357,0.009357,0.00191,2.45,2.0,0.009357
Ozark,0.000534,0.000534,0.000218,2.45,1.0,0.000534
Pemiscot,0.004216,0.004216,0.001076,2.45,1.6,0.004216
Perry,0.002464,0.002464,0.000627,2.5002,1.5714,0.002464
Pettis,0.001868,0.001868,0.000614,2.4341,1.25,0.001868
Phelps,0.002548,0.002548,0.000763,2.632,1.2692,0.002548
Pike,0.004551,0.004551,0.000929,2.45,2.0,0.004551
Platte,0.001047,0.001047,0.000249,2.5238,1.6667,0.001047
Polk,0.001251,0.001251,0.000498,2.347,1.0714,0.001251
Pulaski,0.001233,0.001233,0.000418,2.5268,1.1667,0.001233
Putnam,0.00313,0.00313,0.000639,2.45,2.0,0.00313
Ralls,0.001584,0.001584,0.000485,2.45,1.3333,0.001584
Randolph,0.0025,0.0025,0.000808,2.6049,1.1875,0.0025
Ray,0.001128,0.001128,0.000478,2.3613,1.0,0.001128
Reynolds,0.007033,0.007033,0.001435,2.45,2.0,0.007033
Ripley,0.000536,0.000536,0.000226,2.3741,1.0,0.000536
St. Charles,0.002585,0.002585,0.000764,2.511,1.348,0.002585
St. Clair,0.000715,0.000715,0.000319,2.2405,1.0,0.000715
Ste. Genevieve,0.002133,0.002133,0.000503,2.6509,1.6,0.002133
St. Francois,0.004173,0.004173,0.001265,2.7106,1.2174,0.004173
St. Louis,0.002184,0.002184,0.000805,2.5071,1.0827,0.002184
Saline,0.001664,0.001664,0.000439,2.5253,1.5,0.001664
Schuyler,0.002891,0.002891,0.001288,2.2453,1.0,0.002891
Scotland,0.002999,0.002999,0.000612,2.45,2.0,0.002999
Scott,0.001875,0.001875,0.000758,2.2985,1.0769,0.001875
Shannon,0.0012,0.0012,0.00049,2.45,1.0,0.0012
Shelby,0.005784,0.005784,0.00118,2.45,2.0,0.005784
Stoddard,0.002805,0.002805,0.000655,2.3803,1.8,0.002805
Stone,0.000646,0.000646,0.00025,2.5791,1.0,0.000646
Sullivan,0.001609,0.001609,0.000657,2.45,1.0,0.001609
Taney,0.001146,0.001146,0.000429,2.671,1.0,0.001146
Texas,0.006338,0.006338,0.001417,2.2356,2.0,0.006338
Vernon,0.001021,0.001021,0.000389,2.6252,1.0,0.001021
Warren,0.002333,0.002333,0.000589,2.3762,1.6667,0.002333
Washington,0.001601,0.001601,0.000566,2.6113,1.0833,0.001601
Wayne,0.001835,0.001835,0.000699,2.6252,1.0,0.001835
Webster,0.000554,0.000554,0.000227,2.4359,1.0,0.000554
Worth,0.001217,0.001217,0.000497,2.45,1.0,0.001217
Wright,0.001929,0.001929,0.000437,2.5201,1.75,0.001929
St. Louis City,0.002054,0.002054,0.000685,2.4994,1.1988,0.002054
